iso3,Country,year,pop_mln,Country Total Emissions 2020 (MT),Country Total Emissions 2020 (tonnes),Country PCC Emissions 2020 (tonnes),gdp_blnUSDMER,gdp_blnUSDPPP,fossil_CO2_MtCO2,LULUCF_MtCO2,NonCO2_MtCO2e,vol_rdxn_MtCO2,allocation_MtCO2,responsibility_MtCO2,a1_dom_rdxn_MtCO2,net_import_MtCO2,capacity_blnUSDMER,rci,pop_mln_above_dl,pop_mln_above_lux,lux_emiss_MtCO2,lux_emiss_applied_MtCO2,kyoto_gap_MtCO2,lon,lat
AFG,Afghanistan,2020,38.05494,35.15435148,35154351.48,0.923778923,24.34141731,52.56639631,7.808377028,0.42310001,27.34597445,0,34.87079923,27.86209879,0,7.734234863,0.153815434,2.50E-05,0.152195554,7.89E-09,7.26E-08,0,0,65.216,33.677
ALB,Albania,2020,2.942034,9.003023366,9003023.366,3.060135731,15.62208271,32.33566536,5.714210391,-0.246591988,3.288812975,0,8.031002915,40.86264686,0,2.046324707,6.025923425,8.57E-05,1.919841292,3.22E-05,0.000127411,0,0,20.068,41.143
DZA,Algeria,2020,43.333252,236.29636,236296360,5.453003158,206.9822693,340.8599887,157.0187645,-3.48420006,79.27759552,0,219.6631917,1163.194443,0,-8.427462891,56.43334469,0.001466418,17.36522889,0.001766284,0.017422078,0,0,2.632,28.163
AND,Andorra,2020,0.077184,0.486553649,486553.649,6.303814897,3.583351851,2.70394216,0.486553649,-0.03035,0,,0.112719003,10.75724453,0,0,2.816438973,3.30E-05,0.077000414,0.026635146,0.082375199,0,0,1.576,42.549
AGO,Angola,2020,32.827402,93.97593276,93975932.76,2.862728301,109.5002823,127.3707176,37.34813468,110.0200017,56.62779808,0,91.34920619,161.9316611,0,-0.40034848,11.10156485,0.000231578,3.411605011,0.000949436,0.00806595,0,0,17.544,-12.296
ATG,Antigua and Barbuda,2020,0.10511,0.738368936,738368.936,7.024725868,1.486580014,2.131160855,0.660766756,0.049995001,0.07760218,0,0.5496896,9.982743793,0,0.170586639,0.963340643,1.66E-05,0.087664591,0.002003334,0.017762159,0,0,-61.783,17.078
ARG,Argentina,2020,45.5104,389.3062605,389306260.5,8.554226298,495.1039734,779.3961741,207.1792692,103.1500022,182.1269913,0,313.4087244,4994.781735,0,-33.30484766,288.9900629,0.006691299,37.28908918,0.193867934,1.943912971,0,0,-65.167,-35.377
ARM,Armenia,2020,2.938679,9.746183117,9746183.117,3.316518448,13.01433849,21.0433908,5.505762736,-0.010799996,4.240420381,0,9.029180456,39.01605547,0,1.581699829,3.552084575,6.32E-05,0.976911472,0.000401751,0.003278449,0,0,44.563,40.534
AUS,Australia,2020,25.398178,556.6242511,556624251.1,21.91591267,1495.481567,1014.047439,421.6117249,6.19642516,135.0125262,0,329.8675392,11432.02996,0,-25.49988477,1214.63465,0.019991386,25.34763597,13.12232625,154.7805618,0,86.52502884,136.189,-24.973
AUT,Austria,2020,8.78221,82.04852565,82048525.65,9.342582977,450.8348083,355.3663857,66.51691882,-5.216241201,15.53160683,0,28.25598701,1925.5035,0,40.16013672,367.27519,0.004742472,8.780279695,3.80927334,15.5271964,0,13.37476471,14.912,47.683
AZE,Azerbaijan,2020,10.099743,66.00660197,66006601.97,6.535473424,60.57314301,92.3899709,34.84434827,-7.964999835,31.1622537,0,59.17778393,445.3939664,0,3.726694092,26.40485554,0.000602044,3.930466013,0.03850898,0.865516927,0,0,47.395,40.43
BHS,"Bahamas, The",2020,0.406839,3.380398472,3380398.472,8.308934178,8.473974228,10.07947594,2.946158131,2.732199947,0.434240341,0,2.252244888,57.15195696,0,1.638136963,6.015281312,9.95E-05,0.350374149,0.027618743,0.279377317,0,0,-78.014,24.628
BHR,Bahrain,2020,1.697765,40.28758375,40287583.75,23.72977635,34.32746124,40.29072967,34.68368753,-0.004575,5.603896221,0,32.27385518,593.7857675,0,-0.979885254,23.83174144,0.000706509,1.496551298,0.094620461,2.41056531,0,0,50.562,26.019
BGD,Bangladesh,2020,169.775312,196.3191134,196319113.4,1.156346651,220.2141113,485.5925224,99.86959267,25.10000054,96.44952075,0,195.6447102,20.37451153,0,21.59270117,4.983470686,5.95E-05,4.958268667,2.16E-08,9.70E-08,0,0,89.941,24.218
BRB,Barbados,2020,0.287568,1.513244074,1513244.074,5.262213021,4.792739391,5.59840288,1.312724183,0.032169999,0.200519891,0,0.98014083,25.76997992,0,0.552248108,2.966943115,4.70E-05,0.270438822,0.002637116,0.008723865,0,0,-59.559,13.153
BLR,Belarus,2020,9.415431,87.85372511,87853725.11,9.330823529,61.42608261,131.8957168,52.02905432,-33.93209108,35.82467079,0,76.25194102,900.3121798,0,-0.741020508,30.41045912,0.00102284,7.351581385,0.000761021,0.008680896,0,0,28.047,53.54
BEL,Belgium,2020,11.619972,117.1475673,117147567.3,10.08157053,548.8717651,420.5296174,99.16167132,-1.963509142,17.98589595,0,45.29770506,3122.533282,0,122.2653438,435.1569444,0.006334447,11.5946691,4.151843696,20.84652019,0,0,4.664,50.643
BLZ,Belize,2020,0.398007,1.058370461,1058370.461,2.659175494,1.720706463,2.5351449,0.511687323,4.203999837,0.546683138,0,0.966936611,5.485925075,0,0.145737686,0.401604177,8.06E-06,0.110339211,4.79E-05,0.00031864,0,0,-88.602,17.219
BEN,Benin,2020,12.122985,17.68493287,17684932.87,1.458793595,11.5331192,22.15982816,8.160752773,10.87000012,9.524180094,0,17.6631106,1.305586608,0,1.551290771,0.096224494,1.92E-06,0.089385626,2.70E-09,2.36E-08,0,0,2.469,10.541
BTN,Bhutan,2020,0.835245,2.929425369,2929425.369,3.507264777,3.245915174,7.429225117,1.353370289,0,1.57605508,0,2.738551727,8.441080006,0,0.400173279,1.141343938,1.68E-05,0.370848048,5.68E-05,0.000533603,0,0,90.429,27.415
BOL,Bolivia,2020,11.543982,101.1037448,101103744.8,8.75813431,31.21306038,68.60675923,21.23985386,92.06000137,79.86389097,0,94.63934144,550.4890979,0,-0.589779846,12.0298816,0.000569916,2.474332927,0.013553029,1.059779285,0,0,-64.671,-16.715
BIH,Bosnia and Herzegovina,2020,3.49821,31.26215132,31262151.32,8.936613674,20.97825813,35.36575684,22.34618028,0.179000001,8.915971041,0,28.58690093,199.067996,0,-15.82178711,7.871064997,0.000235856,1.923667075,0.000662641,0.009530401,0,0,17.786,44.169
BWA,Botswana,2020,2.415766,20.37299482,20372994.82,8.433347775,20.11136055,33.73961974,8.270212412,33.59999943,12.10278241,0,17.22477321,209.8750472,0,3.824203125,11.71641034,0.000277554,1.28498211,0.029822212,0.801091717,0,0,23.815,-22.182
BRA,Brazil,2020,213.86304,1105.067347,1105067347,5.167173099,2404.352295,2199.40271,469.743103,1198.902313,635.3242442,0,865.8443079,12605.09319,0,-14.98680371,1226.618096,0.021090446,84.64704886,6.065056067,93.50682712,0,0,-53.089,-10.772
BRN,Brunei,2020,0.444519,15.94860268,15948602.68,35.87833743,15.64788723,22.96428323,8.694338242,1.18930005,7.254264434,0,11.70059768,307.3139771,0,-0.708781189,13.38223728,0.000374514,0.438816327,0.088608392,2.808456404,0,0,114.591,4.468
BGR,Bulgaria,2020,6.940527,65.31654144,65316541.44,9.410890764,64.16756439,116.3850462,51.05230904,-8.005163272,14.2642324,0,55.0497119,703.5864528,0,2.185618896,36.28196951,0.000905147,6.064484377,0.00367432,0.032497295,0,0,25.231,42.761
BFA,Burkina Faso,2020,20.903346,37.38795499,37387954.99,1.788611019,15.90770435,33.6587368,3.89937079,10.33199994,33.4885842,0,37.12995613,25.22565585,0,3.140419189,0.152585705,2.27E-05,0.141571283,1.20E-08,1.82E-07,0,0,-1.74,12.278
BDI,Burundi,2020,11.939227,6.570121968,6570121.968,0.550297098,2.32187891,4.939871694,0.536820615,0.610000019,6.033301353,0,6.569895395,0.021794348,0,0.83934967,0.000170096,2.00E-08,0.000235054,3.32E-13,5.22E-12,0,0,29.887,-3.356
KHM,Cambodia,2020,16.715508,39.75887064,39758870.64,2.37856191,22.0893383,54.67374345,6.50378565,23.57000113,33.25508499,0,39.35580522,23.84419844,0,9.323007813,1.804516584,3.55E-05,1.212757378,3.36E-06,5.03E-05,0,0,104.564,12.714
CMR,Cameroon,2020,25.958184,33.93698311,33936983.11,1.307371236,42.0592041,75.02779066,11.62397178,112.0999997,22.31301133,0,33.15479158,48.94220513,0,3.583790527,3.233209497,6.90E-05,1.514101958,6.25E-05,0.000498185,0,0,12.277,5.133
CAN,Canada,2020,37.603204,737.2746111,737274611.1,19.60669658,1998.532715,1523.284847,577.7236277,-35.4436868,159.5509834,0,422.1033822,16481.65387,0,8.578166992,1628.649062,0.027786211,37.51032843,16.38544695,176.9244027,0,140.8689358,-109.433,59.081
CPV,Cape Verde,2020,0.567348,0.897049395,897049.395,1.581127271,2.186453342,2.271940912,0.570160091,-0.121150007,0.326889304,0,0.863338519,1.150321717,0,0.683061035,0.235835847,2.97E-06,0.063439814,3.68E-05,0.00015696,0,0,-23.634,15.071
CAF,Central African Republic,2020,4.920889,39.74611457,39746114.57,8.077019125,1.827160835,2.867066066,0.594390387,13.39000034,39.15172418,0,39.34688117,40.65339093,0,0.374657776,0.073252351,3.52E-05,0.023159899,2.97E-05,0.012076553,0,0,20.483,6.571
TCD,Chad,2020,16.285093,30.96260821,30962608.21,1.901285317,13.72287083,22.17156971,0.775222018,25.74999905,30.18738619,0,30.95282449,0.808737387,0,0.602520386,0.020663566,8.63E-07,0.020838374,9.95E-11,1.10E-09,0,0,18.665,15.361
CHL,Chile,2020,18.472638,112.1810592,112181059.2,6.072822907,295.5353699,330.8170157,82.61256218,-55.90600141,29.56849702,0,79.7295076,1442.328222,0,6.574624023,193.3210989,0.002861002,11.36151691,1.000895274,13.79439391,0,0,-69.433,-23.389
CHK,China,2020,1424.548224,14998.6806,14998680600,10.52872788,12610.76758,18690.27594,12316.05314,-353.0997594,2682.627462,0,13452.57576,84896.72037,0,-2457.367,7582.580517,0.136308113,636.7177781,29.22210417,1252.155655,0,0,#N/A,#N/A
COL,Colombia,2020,50.220412,219.5965315,219596531.5,4.372654918,411.0402222,559.3162529,104.3321533,90.84999466,115.2643782,0,176.6915833,2274.768073,0,9.657375,218.5839101,0.003782598,21.36708336,0.701089166,10.98890316,0,0,-73.076,3.9
COM,Comoros,2020,0.869601,0.78252018,782520.18,0.899861178,0.710403502,0.949021989,0.178842768,0.071070004,0.603677412,0,0.781946104,0.040479995,0,0.221172729,0.001914174,5.06E-08,0.001295364,1.41E-09,1.05E-08,0,0,43.337,-11.758
COD,"Congo, Democratic Republic of the",2020,89.5052,59.41509501,59415095.01,0.663817242,34.63484955,103.9045486,5.390074412,170.8999926,54.0250206,0,59.35840157,4.707002713,0,11.10538477,0.117661873,5.00E-06,0.174295216,1.94E-10,1.90E-09,0,0,23.654,-2.876
COG,"Congo, Republic of the",2020,5.686917,12.60646953,12606469.53,2.216749345,14.05426979,18.01948976,2.722456753,13.42000031,9.884012779,0,12.21739503,26.84054386,0,1.302400269,1.35711722,3.43E-05,0.420977591,0.000177241,0.001833202,0,0,15.986,-0.055
COK,Cook Islands,2020,0.017515,0.10851546,108515.46,6.195572937,0.440937787,0.881875575,0.091872433,-0.023896951,0.016643027,0,0.057520249,1.554308999,0,0.056733662,0.375449898,4.50E-06,0.017269415,0.001707333,0.010421422,0,0,-159.782,-21.219
CRI,Costa Rica,2020,5.044179,17.36461496,17364614.96,3.442505701,54.880867,73.26168087,8.130373398,-9.479999701,9.234241565,0,12.65438956,175.6510312,0,3.529043213,31.45043718,0.000415264,2.996359352,0.090736156,0.697104128,0,0,-83.946,9.971
CIV,Cote d_Ivoire,2020,26.17175,30.5984025,30598402.5,1.169138575,48.64383316,71.3629971,15.00875743,5.593000174,15.58964507,0,30.04454837,22.86460384,0,8.261064453,3.47569052,4.88E-05,1.350714488,0.000169327,0.001120803,0,0,-5.556,7.632
HRV,Croatia,2020,4.11594675,24.47271379,24472713.79,5.945828573,66.82650757,78.25110816,18.42773835,-6.638476054,6.04497544,0,16.72596959,397.5129702,0,8.588399414,40.79578224,0.000682971,3.844048462,0.033574889,0.127559969,0,0,16.693,45.723
CUB,Cuba,2020,11.495492,51.86240879,51862408.79,4.511543202,84.44594574,168.8918915,37.1150341,11.89000003,14.74737469,0,43.97238485,395.9390997,0,8.465630859,42.44843817,0.000695602,10.01853926,0.000172452,0.000626613,0,0,-77.781,21.297
CYP,Cyprus,2020,1.207343,8.474861116,8474861.116,7.019431194,26.89363861,24.23722829,7.141758204,-0.499858995,1.333102912,0,5.430937572,147.0883291,0,3.062739746,16.94610577,0.000268359,1.142413347,0.043336519,0.175088091,0,0,33.219,35.043
CZE,Czech Republic,2020,10.633424,131.4593012,131459301.2,12.36283827,256.8874207,322.3246866,106.5152092,-6.317645868,24.94409196,0,85.30855592,2862.066641,0,-5.776857422,193.3425394,0.004068754,10.61187934,0.35006937,1.879881209,0,0,15.338,49.743
DNK,Denmark,2020,5.903468,49.769171,49769171,8.430497294,374.1861877,214.3020144,36.38377857,0.89859501,13.38539243,0,6.542624399,1529.951817,0,24.51333398,296.8794937,0.00381095,5.901713748,3.721796887,13.96311121,0,0,9.264,56.058
DJI,Djibouti,2020,0.999899,2.008509045,2008509.045,2.008711925,2.02636075,3.380863714,0.794558262,0,1.213950783,0,1.974573843,1.865054715,0,0.361554962,0.166260731,2.99E-06,0.076599623,2.13E-06,1.89E-05,0,0,42.516,11.9
DMA,Dominica,2020,0.075052,0.231627735,231627.735,3.086230014,0.56187284,0.890920723,0.154494837,0.321,0.077132898,0,0.185870418,2.168283342,0,0.074696953,0.259046144,4.03E-06,0.044886034,0.000126651,0.000695253,0,0,-61.356,15.475
DOM,Dominican Republic,2020,11.108358,38.37748853,38377488.53,3.454830005,89.85268402,145.0494889,23.73307641,-8.717000167,14.64441212,0,30.46605343,325.5556786,0,6.820114746,49.75354489,0.00069749,5.81140816,0.111163549,1.15073585,0,0,-70.729,19.015
ECU,Ecuador,2020,17.335642,64.40163628,64401636.28,3.714984209,87.78487396,157.7097091,40.172218,33.91000175,24.22941828,0,54.2344101,658.8661212,0,8.134362793,39.74283232,0.000896366,6.438154813,0.053807377,0.862370929,0,0,-78.497,-1.385
EGY,Egypt,2020,102.941488,349.8053627,349805362.7,3.398098954,315.5671997,648.3031257,242.3225454,-0.219000004,107.4828173,0,336.3732903,810.9574019,0,-22.45144141,58.48960567,0.001184202,28.49651417,0.000106386,0.000822275,0,0,29.872,26.494
SLV,El Salvador,2020,6.479066,12.88272528,12882725.28,1.988361483,26.24521828,45.36889913,7.048057357,0.783999984,5.834667921,0,11.13155891,94.92154126,0,3.132694336,8.712541012,0.000154387,1.922101368,0.004526775,0.035815376,0,0,-88.866,13.736
GNQ,Equatorial Guinea,2020,1.40628,9.175582647,9175582.647,6.524719577,11.9166975,17.93340656,4.023221095,5.396000187,5.152361552,0,7.512915438,114.5467685,0,1.565996704,5.814921622,0.000146585,0.89289399,0.004011368,0.043337881,0,0,10.488,1.607
ERI,Eritrea,2020,5.432216,7.556993733,7556993.733,1.391143823,3.32975173,4.04651855,0.765352776,0.620800013,6.791640957,0,7.556172229,0.066520315,0,1.325149902,0.001874536,7.24E-08,0.001337619,7.79E-10,1.11E-08,0,0,38.219,16.045
EST,Estonia,2020,1.300559,20.14504788,20145047.88,15.48953018,27.23584938,32.11155723,17.77131796,-2.343689958,2.373729924,0,14.95528989,348.6833945,0,2.300679443,19.04150456,0.000457541,1.239571548,0.052618487,0.60390958,0,0,25.793,58.674
ETH,Ethiopia,2020,112.759072,135.889039,135889039,1.205127327,71.73990631,187.2076239,16.239995,25.50999928,119.649044,0,135.8660962,1.811548421,0,7.196060547,0.057002844,2.02E-06,0.115068605,2.14E-15,8.59E-15,0,0,39.616,8.626
FJI,Fiji,2020,0.924915,2.45011284,2450112.84,2.649014061,4.327474117,4.900433393,1.162313561,0.627300029,1.287799279,0,2.224747092,12.48729869,0,1.93818811,1.09394945,1.99E-05,0.185699949,0.001214477,0.011965022,0,0,177.974,-17.819
FIN,Finland,2020,5.580127,57.09892885,57098928.85,10.23255006,274.9464722,196.4101879,45.33080387,-32.28904343,11.76812498,0,21.39202688,1550.691725,0,20.16179297,216.3686188,0.003148002,5.573945882,2.205056152,10.254982,0,0,26.272,64.504
FRA,France,2020,68.624288,469.1633326,469163332.6,6.836695087,3021.187988,2279.741961,343.9955317,-47.2746013,125.1678009,0,132.6769197,11627.79125,0,153.5482188,2339.333541,0.029665406,68.45173821,21.05771645,67.95179704,0,0,2.55,46.565
GAB,Gabon,2020,2.151289,9.691842755,9691842.755,4.505132855,21.38499451,32.90118266,5.390328368,0.427300001,4.301514387,0,6.609682388,182.317698,0,0.472129211,13.80019469,0.00027173,1.046214366,0.057774566,1.034067685,0,0,11.797,-0.591
GMB,"Gambia, The",2020,2.293493,2.838760023,2838760.023,1.237745231,1.256706834,3.610601911,0.57772472,-0.248500014,2.261035303,0,2.81049529,2.568608276,0,0.362498627,0.036332318,2.49E-06,0.032000143,4.00E-08,8.07E-07,0,0,-15.386,13.453
GEO,Georgia,2020,3.898529,18.35997375,18359973.75,4.709461889,18.04141998,31.41259942,9.776149432,-1.714344025,8.583824317,0,17.13185006,69.76107045,0,3.592737549,5.789194504,0.000108274,1.512893524,0.000844312,0.009924382,0,0,43.518,42.176
DEU,Germany,2020,82.540456,913.5218214,913521821.4,11.06756451,4084.530518,3424.757447,799.3284658,-16.80221844,114.1933556,0,364.1501991,23686.29423,0,203.759125,3346.264992,0.048433849,82.49458806,32.63735092,172.3309574,0,0,9.851,51.11
GHA,Ghana,2020,30.733756,31.61015431,31610154.31,1.028515822,61.83220673,68.85192379,14.21613471,0.963999977,17.3940196,0,31.3622887,6.884361102,0,5.793040527,1.892359274,2.19E-05,0.739172116,5.66E-05,0.000255053,0,0,-1.207,7.96
GRC,Greece,2020,11.102572,96.14680926,96146809.26,8.659868115,265.2356567,242.9010847,74.2947801,-2.616648873,21.85202916,0,57.48161724,2259.239989,0,14.23417676,175.9289297,0.003408811,10.22206693,0.744259241,4.824903139,0,0,21.766,39.666
GRD,Grenada,2020,0.109308,0.348691198,348691.198,3.189987906,1.023372173,1.287130649,0.262651724,-0.087499999,0.086039474,0,0.276039213,2.872376327,0,0.148539658,0.468692638,6.41E-06,0.064912472,0.000466877,0.002331651,0,0,-61.678,12.118
GTM,Guatemala,2020,17.910812,38.08453227,38084532.27,2.126343142,59.177948,88.4075556,20.57681402,12.16799959,17.50771825,0,35.2204641,157.7404827,0,11.50083594,13.99855998,0.000252503,3.225340454,0.007009277,0.071400234,0,0,-90.398,15.256
GIN,Guinea,2020,13.750826,25.47716776,25477167.76,1.852773627,11.54862595,23.81402706,3.046356042,14.15999961,22.43081172,0,25.41420171,5.340564836,0,2.335659668,0.119332865,5.55E-06,0.109221573,7.97E-09,1.10E-07,0,0,-10.942,10.439
GNB,Guinea-Bissau,2020,2.000694,2.879315404,2879315.404,1.439158314,1.28529501,2.480712612,0.336938687,1.474000037,2.542376717,0,2.872490413,0.576774143,0,0.081083878,0.01314579,6.02E-07,0.009818186,1.53E-08,2.75E-07,0,0,-14.651,12.125
GUY,Guyana,2020,0.790782,5.440907478,5440907.478,6.880413917,4.506083012,4.635395213,3.110394577,14.50399963,2.330512901,0,5.239732817,10.03469305,0,0.245661499,1.088430225,1.77E-05,0.188461141,0.000948613,0.016977472,0,0,-58.974,4.792
HTI,Haiti,2020,11.371185,11.19430898,11194308.98,0.984445243,8.730587006,13.10195443,3.089674691,0.149500005,8.104634285,0,11.02197677,12.56395178,0,1.248307617,0.533137965,1.52E-05,0.163867359,0.000185682,0.004023145,0,0,-72.278,19.142
HND,Honduras,2020,9.719265,20.92662923,20926629.23,2.153108206,22.61577988,39.41942903,10.9040223,28.07999945,10.02260693,0,19.60032463,83.67938194,0,0,5.41271944,0.00011693,1.29887562,0.003395248,0.058769377,0,0,-86.863,14.819
HUN,Hungary,2020,9.621254,63.88171022,63881710.22,6.639644917,165.6524963,218.3903114,48.47033056,-4.167739709,15.41137966,0,42.34641032,1128.383953,0,26.14319141,111.0613299,0.001898601,9.451237371,0.061422682,0.210951608,0,0,19.134,47.07
ISL,Iceland,2020,0.343228,5.058635791,5058635.791,14.73841234,19.01909447,15.79647584,3.834594647,7.93963925,1.224041144,0,2.620196742,94.52891657,0,2.016082642,15.91976837,0.000214978,0.343179568,0.169470827,1.160626905,0,0.536833182,-18.48,64.764
IND,India,2020,1383.197696,3438.50943,3438509430,2.485913214,3287.093262,7345.280046,2720.651001,0.90000089,717.858429,0,3360.754348,3084.841826,0,-78.06401563,500.5362373,0.006855064,274.0266977,0.000913369,0.007102859,0,0,78.5,21
IDN,Indonesia,2020,272.223008,1037.304342,1037304342,3.810494746,1278.832153,1680.939919,595.0851288,1482.00002,442.2192128,0,988.6511681,2265.542246,0,-28.28846289,279.4617337,0.004289374,71.85032004,0.042184983,0.368631216,0,0,114.252,-0.976
IRN,Iran,2020,83.587136,1005.480192,1005480192,12.02912601,627.251709,1212.722345,802.973704,32.01099841,202.5064875,0,895.2250927,8126.350958,0,-19.44218359,332.222152,0.00972034,59.98040686,0.102678292,2.014357164,0,0,54.301,32.565
IRQ,Iraq,2020,41.502888,205.8008353,205800835.3,4.958711194,225.1973419,284.1240041,162.7449519,-1.868000011,43.05588341,0,192.5169337,774.1984754,0,-2.255528076,60.64289056,0.001171139,12.74230378,0.022978202,0.266587044,0,0,43.772,33.048
IRL,Ireland,2020,4.887992,64.51008447,64510084.47,13.19766572,379.2518005,297.5696053,42.24239699,4.424946388,22.26768748,0,18.78120241,1434.989038,0,28.46056641,332.5318359,0.004031562,4.885613267,3.313199601,26.78239123,0,0,-8.152,53.177
ISR,Israel,2020,8.713559,89.92074824,89920748.24,10.31963498,325.5325012,296.3812344,72.21125031,-0.052270001,17.70949793,0,50.97052248,1510.553829,0,-24.83864063,254.2325525,0.00343394,8.441838382,1.927996897,15.3694458,0,0,34.851,31.026
ITA,Italy,2020,59.132076,427.0088418,427008841.8,7.221272627,2186.776367,1756.263294,347.4613698,-27.09415023,79.547472,0,161.6999613,11235.536,0,153.961625,1636.474683,0.023390233,57.98894891,12.37849897,54.57068237,0,0,12.8,42.7
JAM,Jamaica,2020,2.91316,9.690807263,9690807.263,3.326561968,15.1470108,20.87672159,7.864335537,0.798600023,1.826471726,0,8.297990096,96.76368342,0,1.770425293,4.789884249,0.000122794,0.918238975,0.003094238,0.030250171,0,0,-77.32,18.151
JPN,Japan,2020,126.495648,1255.128532,1255128532,9.922306035,6286.866211,4482.709853,1181.741781,-71.37901052,73.38675054,0,490.3066536,29997.67498,0,244.4138906,4958.209049,0.067428433,125.4015882,48.28270115,284.1589896,0,178.9792706,139.068,36.491
JOR,Jordan,2020,10.208662,31.70690306,31706903.06,3.105882344,34.14290619,40.29283605,26.83124288,0,4.875660181,0,30.81819648,59.41428552,0,-3.611053955,3.290404369,7.84E-05,1.071823495,0.000185782,0.0016003,0,0,36.319,30.703
KAZ,Kazakhstan,2020,18.777138,308.942522,308942522,16.45312092,212.2791748,255.484472,236.6329625,3.979480863,72.3095595,0,272.921981,2641.223014,0,-8.840950195,109.9130822,0.003175653,12.224948,0.193332185,4.825448618,0,0,67.301,48.16
KEN,Kenya,2020,53.491696,70.28768015,70287680.15,1.313992365,69.0612793,128.3702617,20.29432631,-30.34000079,49.99335384,0,67.18565468,187.9623469,0,11.07142773,13.43942179,0.000273482,3.333753168,0.010629303,0.238779954,0,0,37.858,0.53
KIR,Kiribati,2020,0.122439,0.100776476,100776.476,0.823074968,0.211220205,0.307994374,0.067795061,-0.00564,0.032981415,0,0.099302408,0.073072788,0,0.155709061,0.008020978,1.30E-07,0.00399176,5.56E-08,2.16E-07,0,0,175.036,-1.508
PRK,"Korea, Dem. Rep.",2020,25.840864,104.3775436,104377543.6,4.039243564,51.25200272,153.7560081,78.52592214,14.22999954,25.85162147,0,100.6852383,274.9068609,0,-20.57126953,10.84744325,0.000325522,6.390903195,3.01E-05,0.000518228,0,0,126.451,39.778
KOR,"Korea, Rep.",2020,51.506976,734.3377908,734337790.8,14.25705502,1466.794189,1909.111618,653.373525,-44,80.96426582,0,510.7305608,11546.24608,0,204.8563906,1170.295849,0.019713721,51.17617197,5.29502334,47.40510238,0,0,128.103,36.504
KWT,Kuwait,2020,4.302875,134.1810732,134181073.2,31.18405095,156.2253113,157.6925085,112.2510478,-0.028549999,21.93002542,0,98.43204472,2467.690927,0,-5.701057617,124.541784,0.003151715,4.137224147,0.90871312,24.8191325,0,0,47.376,29.476
KGZ,Kyrgyzstan,2020,6.301718,18.13457926,18134579.26,2.877719895,7.492030621,17.09748956,8.401148558,6.807100336,9.733430703,0,17.90580124,17.7419772,0,6.495074707,0.60082415,2.02E-05,0.340759761,6.48E-06,0.00015848,0,0,74.555,41.465
LAO,Laos,2020,7.164822,15.07678604,15076786.04,2.104279218,14.5505867,29.17995041,2.431956768,18.67000055,12.64482927,0,14.91068027,6.452168655,0,-1.148231934,1.083153557,1.46E-05,0.718141432,2.81E-07,1.81E-06,0,0,102.471,19.905
LVA,Latvia,2020,1.892993,12.12759531,12127595.31,6.406571659,33.26396179,40.16553929,7.701256752,-3.776605805,4.426338553,0,8.4021128,167.8887913,0,8.591265625,21.96134773,0.000328447,1.628254761,0.066487125,0.462601603,0,0,25.641,56.858
LBN,Lebanon,2020,6.019795,27.80639624,27806396.24,4.619159995,46.67523575,63.83547113,22.36024618,-0.017911,5.446150064,0,22.19005816,328.9456729,0,-2.204074463,25.47636556,0.000495149,2.273410225,0.094282953,1.929956758,0,0,35.888,33.92
LSO,Lesotho,2020,2.322217,5.50568974,5505689.74,2.370876512,3.507521868,4.891219653,2.812916497,-0.115180003,2.692773243,0,5.330025033,13.09354822,0,0.972930054,0.514606721,1.55E-05,0.112033618,0.000472732,0.015251304,0,0,28.243,-29.581
LBR,Liberia,2020,5.103853,4.087401032,4087401.032,0.800846151,1.930499673,2.997256331,0.980049332,8.221000115,3.1073517,0,4.087024371,0.028446909,0,0.239971741,0.001066029,3.32E-08,0.000902635,2.32E-10,3.29E-09,0,0,-9.657,6.682
LBY,Libya,2020,6.662173,141.9347016,141934701.6,21.30456558,42.35762405,56.76750375,111.7491722,0.0003997,30.18552939,0,130.8771221,1004.851736,0,-3.856830566,14.2163154,0.000974861,2.806355138,0.005407859,0.225916009,0,0,18.023,27.044
LIE,Liechtenstein,2020,0.038645,0.211817241,211817.241,5.481103403,5.91032505,5.91032505,0.169542426,0.017981001,0.042274815,0,-0.385009544,6.00242702,0,0.353028046,5.62049241,5.26E-05,0.038640748,0.03370523,0.145030171,0,0.013189611,9.555,47.153
LTU,Lithuania,2020,2.852478,21.26623377,21266233.77,7.455354175,52.28587723,73.53137793,13.82349412,-6.354239066,7.442739646,0,14.13047951,369.3814786,0,9.077981445,37.25415049,0.000629104,2.697135293,0.084836482,0.549226693,0,0,23.897,55.336
LUX,Luxembourg,2020,0.603944,11.12876452,11128764.52,18.42681526,72.45774078,47.66269461,10.07032871,-0.433824003,1.058435808,0,2.00670062,293.8283649,0,10.38859668,65.57179032,0.000804222,0.603940564,0.56144803,6.551705199,0,2.536508469,6.088,49.771
MKD,Macedonia,2020,2.088034875,13.28358948,13283589.48,6.361766099,12.3169899,25.52443304,9.885720094,0.014794265,3.397869388,0,11.6738685,109.4080995,0,-2.78500415,5.779773579,0.000141917,1.294188207,0.001028519,0.013007745,0,0,21.698,41.6
MDG,Madagascar,2020,27.690798,41.26816198,41268161.98,1.49032043,12.70737648,26.22736926,3.763171077,28.09000031,37.5049909,0,41.19812542,6.207195296,0,1.3361698,0.105874549,6.17E-06,0.081077414,1.87E-07,5.31E-06,0,0,46.706,-19.374
